hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
16,0,29.09,2,3,1,0,1,49.8,1.95,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 16:00 (29.09MB transferred).,/home/user/reports/Q3_summary.pdf
15,12,767.74,35,9,15,0,1,5.5,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 15 related files by SRV-DB-PRIMARY at hour 15:00 (767.74MB transferred).,/data/hr/employee_records.db
13,2,115.51,14,7,8,0,1,35.4,33.41,suspicious,1,log_monitor,"Login node WKSTN-02: 2 failed attempts, 7 active connections, 14 file operations in session (after-hours=no).",
20,6,503.71,39,16,15,0,1,0.0,97.56,critical,1,log_monitor,"Login node WKSTN-02: 6 failed attempts, 16 active connections, 39 file operations in session (after-hours=no).",
17,1,55.53,7,2,2,0,1,16.9,19.63,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by SRV-DB-PRIMARY at hour 17:00 (55.53MB transferred).,/home/user/reports/Q3_summary.pdf
10,3,102.46,11,6,8,0,0,0.0,53.81,suspicious,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 8 related files by EXT-192.168.77.14 at hour 10:00 (102.46MB transferred).,/data/finance/tax_filings_2025.pdf
12,0,25.07,8,1,1,0,1,41.2,6.65,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 12:00 (25.07MB transferred).,/home/user/reports/Q3_summary.pdf
12,0,27.49,4,3,1,0,1,18.9,10.22,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by LAPTOP-ADMIN at hour 12:00 (27.49MB transferred).,/tmp/build_cache/output.json
1,3,275.87,14,8,7,1,1,15.0,66.03,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by WKSTN-01 at hour 01:00 (275.87MB transferred).,/data/finance/payroll_2026.xlsx
18,0,6.92,9,2,1,0,1,32.8,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 9 file operations in session (after-hours=no).",
10,0,4.66,3,4,1,0,1,64.3,11.25,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
16,0,16.06,4,3,1,0,1,40.3,3.98,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-01 at hour 16:00 (16.06MB transferred).,/home/user/reports/Q3_summary.pdf
12,0,25.45,6,3,3,0,1,9.6,20.04,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 6 file operations in session (after-hours=no).",
13,0,18.77,6,2,2,0,1,19.6,6.69,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by LAPTOP-ADMIN at hour 13:00 (18.77MB transferred).,/tmp/build_cache/output.json
21,5,1000.0,38,12,14,1,0,47.8,100.0,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 14 related files by EXT-10.0.9.201 at hour 21:00 (1000.0MB transferred).,/data/finance/tax_filings_2025.pdf
15,0,27.38,2,8,3,0,1,16.9,16.36,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by LAPTOP-ADMIN at hour 15:00 (27.38MB transferred).,/tmp/build_cache/output.json
19,6,164.58,16,9,13,0,1,16.2,69.82,critical,1,log_monitor,"Login node WKSTN-02: 6 failed attempts, 9 active connections, 16 file operations in session (after-hours=no).",
10,0,10.33,4,4,0,0,1,11.2,13.81,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
15,2,261.5,19,4,5,0,0,50.7,61.65,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 5 related files by EXT-192.168.77.14 at hour 15:00 (261.5MB transferred).,/var/backups/customer_pii.csv
15,0,4.78,10,1,4,0,1,45.2,16.13,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 1 active connections, 10 file operations in session (after-hours=no).",
12,0,103.77,1,3,2,0,1,36.0,14.33,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by SRV-DB-PRIMARY at hour 12:00 (103.77MB transferred).,/tmp/build_cache/output.json
16,0,54.06,3,2,2,0,1,13.2,10.9,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by LAPTOP-ADMIN at hour 16:00 (54.06MB transferred).,/home/user/notes/meeting_minutes.docx
8,0,36.29,3,5,1,0,1,44.8,10.43,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
16,0,9.08,1,5,1,0,1,29.8,11.28,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by WKSTN-02 at hour 16:00 (9.08MB transferred).,/tmp/build_cache/output.json
17,0,30.5,7,2,2,0,1,46.7,8.33,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 7 file operations in session (after-hours=no).",
9,0,33.94,6,4,2,0,1,35.8,17.42,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by LAPTOP-ADMIN at hour 09:00 (33.94MB transferred).,/var/log/app/access.log
13,0,5.94,3,5,2,0,1,36.7,14.15,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
21,10,756.81,38,19,11,1,0,41.4,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 10 failed attempts, 19 active connections, 38 file operations in session (after-hours=yes).",
14,2,74.0,13,10,4,0,0,19.2,43.36,suspicious,1,file_scan,File access: /etc/shadow touched 4 related files by EXT-10.0.9.201 at hour 14:00 (74.0MB transferred).,/etc/shadow
8,0,14.82,6,2,4,0,1,26.7,0.0,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
14,0,42.16,3,3,1,0,1,51.1,15.91,normal,0,file_scan,File access: /var/log/app/access.log touched 1 related files by SRV-DB-PRIMARY at hour 14:00 (42.16MB transferred).,/var/log/app/access.log
20,3,457.53,14,9,5,0,0,2.2,77.96,critical,1,file_scan,File access: /etc/shadow touched 5 related files by EXT-192.168.77.14 at hour 20:00 (457.53MB transferred).,/etc/shadow
6,3,241.02,17,5,4,1,1,63.9,59.49,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 4 related files by WKSTN-02 at hour 06:00 (241.02MB transferred).,/data/hr/employee_records.db
17,0,18.51,6,0,2,0,1,0.9,3.63,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by SRV-DB-PRIMARY at hour 17:00 (18.51MB transferred).,/home/user/reports/Q3_summary.pdf
9,3,120.53,16,9,4,0,0,22.5,67.95,critical,1,file_scan,File access: /etc/shadow touched 4 related files by UNKNOWN-HOST at hour 09:00 (120.53MB transferred).,/etc/shadow
20,7,585.99,32,14,13,0,0,42.0,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 7 failed attempts, 14 active connections, 32 file operations in session (after-hours=no).",
8,0,21.35,5,1,4,0,1,0.0,16.39,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by WKSTN-02 at hour 08:00 (21.35MB transferred).,/home/user/reports/Q3_summary.pdf
5,3,186.71,41,14,13,1,1,26.2,91.89,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 3 failed attempts, 14 active connections, 41 file operations in session (after-hours=yes).",
10,0,103.49,9,1,1,0,1,57.7,9.63,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 9 file operations in session (after-hours=no).",
18,8,770.57,26,22,13,0,0,48.6,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 8 failed attempts, 22 active connections, 26 file operations in session (after-hours=no).",
1,3,179.33,17,7,10,1,1,42.4,57.65,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 10 related files by SRV-DB-PRIMARY at hour 01:00 (179.33MB transferred).,/data/finance/payroll_2026.xlsx
4,2,77.06,17,6,6,1,0,41.0,60.02,critical,1,log_monitor,"Login node EXT-10.0.9.201: 2 failed attempts, 6 active connections, 17 file operations in session (after-hours=yes).",
8,0,26.27,1,5,1,0,1,9.8,6.66,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 1 file operations in session (after-hours=no).",
12,4,203.71,20,8,5,0,0,19.5,68.89,critical,1,log_monitor,"Login node EXT-192.168.77.14: 4 failed attempts, 8 active connections, 20 file operations in session (after-hours=no).",
13,0,40.95,5,5,0,0,1,0.0,1.15,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 5 active connections, 5 file operations in session (after-hours=no).",
18,0,13.41,2,5,0,0,1,43.3,0.0,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by SRV-DB-PRIMARY at hour 18:00 (13.41MB transferred).,/home/user/downloads/invoice_1042.pdf
8,0,46.86,3,4,4,0,1,43.3,15.61,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
11,1,50.63,2,6,2,0,1,23.4,14.44,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by WKSTN-01 at hour 11:00 (50.63MB transferred).,/tmp/build_cache/output.json
14,0,51.04,3,1,2,0,1,40.0,14.08,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by SRV-DB-PRIMARY at hour 14:00 (51.04MB transferred).,/var/log/app/access.log
13,0,46.21,7,3,3,0,1,57.9,4.47,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by SRV-DB-PRIMARY at hour 13:00 (46.21MB transferred).,/home/user/notes/meeting_minutes.docx
13,0,12.47,2,2,2,0,1,52.5,8.59,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 2 related files by WKSTN-01 at hour 13:00 (12.47MB transferred).,/tmp/build_cache/output.json
15,0,39.96,3,4,4,0,1,43.8,12.67,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
10,0,15.03,1,2,3,0,1,13.4,7.13,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 1 file operations in session (after-hours=no).",
10,0,39.84,7,3,2,0,1,15.2,10.21,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-02 at hour 10:00 (39.84MB transferred).,/var/log/app/access.log
16,1,121.54,3,2,3,0,1,34.8,27.65,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-01 at hour 16:00 (121.54MB transferred).,/tmp/build_cache/output.json
13,1,28.67,5,1,2,0,1,22.7,12.88,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 2 related files by WKSTN-01 at hour 13:00 (28.67MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,34.96,3,2,0,0,1,14.9,0.0,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by SRV-DB-PRIMARY at hour 09:00 (34.96MB transferred).,/home/user/downloads/invoice_1042.pdf
8,0,5.22,3,5,1,0,1,40.5,5.48,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
16,0,19.49,3,2,2,0,1,0.0,3.55,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
12,0,5.29,6,7,2,0,1,18.0,15.31,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 7 active connections, 6 file operations in session (after-hours=no).",
11,0,23.14,5,3,3,0,1,16.8,10.31,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by WKSTN-02 at hour 11:00 (23.14MB transferred).,/home/user/notes/meeting_minutes.docx
14,0,24.48,1,7,4,0,1,40.9,20.52,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 7 active connections, 1 file operations in session (after-hours=no).",
9,2,188.52,13,9,4,0,1,54.6,45.2,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 9 active connections, 13 file operations in session (after-hours=no).",
9,0,272.4,18,12,3,0,0,9.0,50.53,suspicious,1,log_monitor,"Login node EXT-10.0.9.201: 0 failed attempts, 12 active connections, 18 file operations in session (after-hours=no).",
12,0,9.34,3,3,3,0,1,8.5,0.88,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by WKSTN-01 at hour 12:00 (9.34MB transferred).,/tmp/build_cache/output.json
14,3,452.21,23,8,2,0,1,0.0,46.63,suspicious,1,log_monitor,"Login node WKSTN-01: 3 failed attempts, 8 active connections, 23 file operations in session (after-hours=no).",
1,6,600.62,35,10,9,1,0,14.3,100.0,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 9 related files by EXT-192.168.77.14 at hour 01:00 (600.62MB transferred).,/var/backups/customer_pii.csv
16,1,14.2,0,1,3,0,1,37.3,9.09,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 1 active connections, 0 file operations in session (after-hours=no).",
18,0,51.97,5,3,0,0,1,42.2,8.6,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
10,0,9.73,6,2,2,0,1,45.1,12.46,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
17,2,34.27,5,4,3,0,1,46.5,18.51,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 17:00 (34.27MB transferred).,/home/user/reports/Q3_summary.pdf
10,0,17.82,3,1,1,0,1,40.2,10.34,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by WKSTN-02 at hour 10:00 (17.82MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,43.24,3,1,1,0,1,14.4,0.7,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 1 active connections, 3 file operations in session (after-hours=no).",
11,0,20.62,4,6,4,0,1,26.6,13.96,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 4 related files by LAPTOP-ADMIN at hour 11:00 (20.62MB transferred).,/tmp/build_cache/output.json
13,0,9.43,4,3,5,0,1,23.6,10.58,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
6,3,53.88,12,4,7,1,0,18.7,72.2,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by UNKNOWN-HOST at hour 06:00 (53.88MB transferred).,/data/finance/payroll_2026.xlsx
11,0,27.72,2,4,3,0,1,37.0,20.12,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by WKSTN-02 at hour 11:00 (27.72MB transferred).,/home/user/reports/Q3_summary.pdf
11,0,15.4,5,4,2,0,1,21.9,6.67,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
18,1,58.94,6,3,4,0,1,43.0,26.27,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 4 related files by WKSTN-02 at hour 18:00 (58.94MB transferred).,/home/user/notes/meeting_minutes.docx
3,4,145.73,14,7,6,1,1,29.1,55.4,suspicious,1,log_monitor,"Login node WKSTN-02: 4 failed attempts, 7 active connections, 14 file operations in session (after-hours=yes).",
9,0,17.58,3,1,2,0,1,19.2,0.0,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-02 at hour 09:00 (17.58MB transferred).,/var/log/app/access.log
10,8,382.27,37,17,14,0,0,73.8,100.0,critical,1,log_monitor,"Login node EXT-10.0.9.201: 8 failed attempts, 17 active connections, 37 file operations in session (after-hours=no).",
11,6,307.2,19,8,2,0,0,47.3,62.41,critical,1,log_monitor,"Login node EXT-10.0.9.201: 6 failed attempts, 8 active connections, 19 file operations in session (after-hours=no).",
6,4,134.47,16,9,4,1,0,24.1,72.74,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 4 related files by EXT-10.0.9.201 at hour 06:00 (134.47MB transferred).,/var/backups/customer_pii.csv
8,0,21.57,4,3,2,0,1,43.4,0.0,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-02 at hour 08:00 (21.57MB transferred).,/home/user/notes/meeting_minutes.docx
11,1,25.58,4,2,1,0,1,50.8,9.52,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by LAPTOP-ADMIN at hour 11:00 (25.58MB transferred).,/tmp/build_cache/output.json
14,1,511.61,19,15,5,0,0,40.0,77.04,critical,1,log_monitor,"Login node EXT-192.168.77.14: 1 failed attempts, 15 active connections, 19 file operations in session (after-hours=no).",
16,0,50.91,4,3,0,0,1,27.6,0.0,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
8,0,41.91,3,6,3,0,1,69.4,13.72,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by SRV-DB-PRIMARY at hour 08:00 (41.91MB transferred).,/var/log/app/access.log
16,7,929.07,30,12,13,0,0,65.7,100.0,critical,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 13 related files by EXT-10.0.9.201 at hour 16:00 (929.07MB transferred).,/data/finance/payroll_2026.xlsx
17,0,8.46,5,2,6,0,1,31.6,17.28,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
11,1,115.11,11,13,2,0,1,44.1,46.19,suspicious,1,log_monitor,"Login node WKSTN-01: 1 failed attempts, 13 active connections, 11 file operations in session (after-hours=no).",
9,0,16.15,6,2,3,0,1,21.7,12.4,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 6 file operations in session (after-hours=no).",
18,4,77.8,11,3,7,0,1,40.1,46.71,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 7 related files by WKSTN-02 at hour 18:00 (77.8MB transferred).,/data/hr/employee_records.db
1,7,734.93,35,20,12,1,0,27.7,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 7 failed attempts, 20 active connections, 35 file operations in session (after-hours=yes).",
8,6,156.05,24,7,5,0,0,31.3,75.87,critical,1,log_monitor,"Login node EXT-10.0.9.201: 6 failed attempts, 7 active connections, 24 file operations in session (after-hours=no).",
12,0,33.44,5,0,1,0,1,43.5,1.46,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 0 active connections, 5 file operations in session (after-hours=no).",
2,8,987.99,36,16,22,1,1,45.4,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 22 related files by LAPTOP-ADMIN at hour 02:00 (987.99MB transferred).,/data/hr/employee_records.db
10,2,109.7,15,5,5,0,1,31.1,17.94,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 5 active connections, 15 file operations in session (after-hours=no).",
